timestamp,symbol,volume_imbalance,price_imbalance,depth_imbalance,spread_absolute,spread_relative,spread_volatility,order_flow_rate,cancellation_rate,new_order_rate,trade_size_ratio,buy_sell_pressure,trade_frequency,large_trade_ratio,price_impact_01,price_impact_05,liquidity_concentration,orderbook_momentum,trade_momentum,microstructure_momentum
2025-09-22T15:45:16.932736+00:00,BTC/USDT,0.06449470695272319,0.06426372037699625,0.0,13.809999999997672,0.00012250985523475848,0.0,0.0,0.0,0.0,0.0,-0.454808634321238,5.8808538999862785,0.0,2.385186045,2.385186045,0.045311477998354624,0.0,0.0,0.0
