rsi14,macd_hist,ema8_above_ema20,ema20_above_ema50,momentum_1h,momentum_2h,momentum_4h,volume_ratio,bb_upper,bb_lower,bb_position,atr_ratio,stoch_k,stoch_d,market_trend,market_volatility,close,timestamp,spot_price,decision,confidence,ta_label,ta_conf,sentiment_composite,sentiment_recent,sentiment_slow,fused_score,news_sources
32.39570474834309,-28.50056858078085,-643.5956556963938,-935.1578303617134,-0.0028604730892754985,-0.004126440657312206,-0.0022889105490993336,0.6213031434476846,115953.31379215424,111479.89020784576,0.25403581188699653,0.005448722787021035,31.052592371871523,36.415703353464174,downtrend,low,112616.3,2025-09-22T15:48:25.307555+00:00,112616.3,Down,0.6731786332903424,bearish,0.7052977221505706,-0.25,-0.5,0.5,-0.6080254961943463,18
